title,year,genre,plot,poster,rating,trailor
Gadar: Ek Prem Katha,2001,"Action, Drama, Romance",,https://image.tmdb.org/t/p/w500//I0Q4yuKiy4xQ8LRzoDqNQFVKft.jpg,6.808,https://www.youtube.com/embed/None
Conquest,1983,"Action, Adventure, Fantasy, Horror","A young man, armed with a magical bow and arrows, embarks on a mystical journey through a mystical land to rid it of all evil and joins forces with an outlaw to take down an evil witch bent on claiming the magic bow for evil.",https://image.tmdb.org/t/p/w500//dJnKv8Ll1XQjM1Uaiv34yr9QzR6.jpg,5.465,https://www.youtube.com/embed/vPcEnsSfltM
Atomic Twister,2002,"Action, Drama, Thriller","When tornadoes hit a nuclear power plant, critically damaging the plant's cooling system, the results could be catastrophic. Atomic Twister, a countdown to disaster, traces an extraordinary day in the lives of small town citizens who unexpectedly find themselves facing the possibility of mass destruction.",https://image.tmdb.org/t/p/w500//azrj7j19O6wG2968PQkRe9BDTi8.jpg,6.296,https://www.youtube.com/embed/8nfMhHkaQWI
Night of the Twisters,1996,"Action, Drama, TV Movie","A coming-of-age story, adapted from Irv Ruckman's 1984 novel, about a teenager who bonds with his stepfather while the Blainsworth, Nebraska farm family battles a series of killer twisters.",https://image.tmdb.org/t/p/w500//grvjxv8Utev3nA6iVyN50hF3rBi.jpg,5.9,https://www.youtube.com/embed/None
The Great Spy Chase,1964,"Action, Comedy, Mystery, Thriller","A cold-war spy parody. After the death of an armaments manufacturer, an international group of spies is drawn into a high-stakes battle of wits to obtain the valuable military patents which have been inherited by the lovely widow.",https://image.tmdb.org/t/p/w500//9zv69Rv2G3RTjJSJGv7lrYCVE5K.jpg,6.8,https://www.youtube.com/embed/None
Ghost Punting,1992,"Action, Comedy, Horror","The ""Five Lucky Stars"" attempt to help a restless ghost take revenge on the evil drug gang who took his life. At the same time, they want the ghost to help them get rich and court the four policewomen assigned to the case.",https://image.tmdb.org/t/p/w500//h7THmLPO7SOaGyQ4Z001p4dRzA4.jpg,6.2,https://www.youtube.com/embed/None
In Like Flynn,2018,"Comedy, Action, Adventure","A mostly true account of future Hollywood star Errol Flynn's sea adventures in the early thirties, sailing from Australia to Papua in search of gold, along with his best friend Rex, a former Canadian smuggler; Dook, a handy English gentleman; and Charlie, a grumpy old sailor.",https://image.tmdb.org/t/p/w500//oPMEpcDlZVGa8xBhUUHteaPrvHw.jpg,5.2,https://www.youtube.com/embed/2lPs92v0qGA
A Man Called Blade,1977,"Western, Action",,https://image.tmdb.org/t/p/w500//3SMoPcN86q9DcSJEzIqls1u8fS3.jpg,6.5,https://www.youtube.com/embed/None
Kamen Rider Build The Movie: Be The One,2018,"Action, Adventure, Science Fiction, Drama",,https://image.tmdb.org/t/p/w500//i8qAIvjYzzJio4mBf6OXkd3ML8i.jpg,7.6,https://www.youtube.com/embed/5_So_wRs3Uw
Lupin the Third: Missed by a Dollar,2000,"Action, Adventure, Animation, TV Movie",Master thief Lupin the Third and his friends have to compete with a greedy banker and her minions to help solve a mystery leading to a treasure that is said to hold history's most powerful rulers.,https://image.tmdb.org/t/p/w500//u6KOFcWMrvyFYXESmCZbtUqGmmP.jpg,6.5,https://www.youtube.com/embed/CTJ_xzzD8HY
Final Days of Planet Earth,2006,"Action, Science Fiction, Drama, Horror",An archaeologist discovers that aliens posing as government officials are secretly harvesting human bodies in a bid to take over earth.,https://image.tmdb.org/t/p/w500//dW8lvvTmxZ5CTZKRwtqTrO1K1sA.jpg,4.8,https://www.youtube.com/embed/None
To Kill with Intrigue,1977,"Action, Drama",Young master Cao Le chases his pregnant girlfriend away from the family castle. He does it in order to save her from vicious bandits who are going to murder his family.,https://image.tmdb.org/t/p/w500//mTV5ZFZRhoxSmBekfd1e8mkL4F6.jpg,5.5,https://www.youtube.com/embed/jdiEijze1Bk
Dead Sea,2014,"Thriller, Action, Science Fiction, Horror, Mystery, Adventure",A Marine Biologist is assigned to investigate the mysterious deaths of some marine life in an inland salt water lake that has been attributed to a creature thought to have been the stuff of a legend.,https://image.tmdb.org/t/p/w500//wUBiF3RrMPsinYgeByHU9zgdQTp.jpg,4.5,https://www.youtube.com/embed/X5g_Y1MeLLU
Big Guns,1973,"Action, Crime, Drama","A mob hitman wants to retire, but his bosses don't think that's a good idea. Complications - and many bloody shootouts - ensue.",https://image.tmdb.org/t/p/w500//p0IIvxBNY5N3CUEVooSTvjeUcUb.jpg,6.0,https://www.youtube.com/embed/None
Sarkar,2005,"Crime, Action, Drama","Subhash Nagre runs a parallel government in the city where he has a cult following. When his enemies plot to murder him, his son takes charge and stands up against them.",https://image.tmdb.org/t/p/w500//lEcqRvY25zvzUkcevC900r020Os.jpg,6.902,https://www.youtube.com/embed/ea9eX2QnnV0
The Raspberry Reich,2004,"Drama, Action, Comedy, Thriller",,https://image.tmdb.org/t/p/w500//aGNLFBIYWjpRGYCGN5pYNhqPR8U.jpg,5.6,https://www.youtube.com/embed/2pOO_Zad_aY
"South of Heaven, West of Hell",2000,"Action, Comedy, Drama, Western","Valentine Casey is a Marshal in the desolate Tucson territory of the early 1900s. On Christmas Eve, his outlaw family pays him a disturbing visit. He must confront the sins of his past. He and his partner, U.S. Christmas, journey through the desert to a small town that the ruthless Henry Clan has hit in order to save Casey's love, Adelyne.",https://image.tmdb.org/t/p/w500//rTrB9o8L2jw9SSbm82hYNAD0dke.jpg,5.1,https://www.youtube.com/embed/ZTf1VAxtbpA
Star Driver the Movie,2013,"Animation, Action, Adventure, Romance",,https://image.tmdb.org/t/p/w500//ldgcd4OyXQfIhLsVwY1nngFki9k.jpg,4.7,https://www.youtube.com/embed/pvgEdQNOxoM
Supervolcano,2005,"Action, Drama, Thriller",,https://image.tmdb.org/t/p/w500//hfY0268sIpHqsvSUyrYJvUVP5rQ.jpg,6.2,https://www.youtube.com/embed/aVUx1JtT-5I
Mismatched Couples,1985,"Comedy, Action",,https://image.tmdb.org/t/p/w500//a0G5O9cFzcjVFngve2Ht7XkbBgA.jpg,6.364,https://www.youtube.com/embed/iWcj6sIgjBk
Kung Fu Monster,2018,"Action, Fantasy",,https://image.tmdb.org/t/p/w500//d1YxmogQ5yda3PmsOFMyrE8KY4y.jpg,3.929,https://www.youtube.com/embed/ecN-6GUFUU8
The Great Yokai War,2005,"Comedy, Fantasy, Action",,https://image.tmdb.org/t/p/w500//xk96VmT0IC2nvWJG9iRWJrzEpmB.jpg,6.216,https://www.youtube.com/embed/a-h6_7VfQ34
Dark Woods,2003,"Horror, Action, Adventure",5 Norwegians head for a cabin in the wilderness for a few days of team building. But strange things start happening - especially down by the water where they find an abandoned tent. Is there someone else?,https://image.tmdb.org/t/p/w500//7RN1dL0P8Gb6Jv9zL1WB4AkAsoe.jpg,5.7,https://www.youtube.com/embed/tmOuZOOw9fk
Blood Shot,2013,"Action, Comedy, Horror","Based on the award winning short film, Blood Shot is the story of a cop named Rip whose life falls apart as he chases a terminator-like vampire, who happens to be a hitman for the CIA. They must join forces to stop a terrorist cell before its too late, battling through obstacles such as a harem, giant eunuch, demon-genie, and even explosive midgets.",https://image.tmdb.org/t/p/w500//zUnT6gvOiuGwd4bh4VUs7uc2FXO.jpg,4.1,https://www.youtube.com/embed/7kP8MUATWDc
The Kick,2011,"Comedy, Action","Korean family made up of taekwondo experts moves to Thailand, where they set up a taekwondo gym. However, one member of the family, Taeju, wants to become a famous pop singer instead. The family becomes famous after stopping treasure robbers.",https://image.tmdb.org/t/p/w500//6xaPPrP3le8S0xBEinTclSfAaYx.jpg,5.1,https://www.youtube.com/embed/xOD0wVM4NJw
Theeran Adhigaaram Ondru,2017,"Action, Thriller",A hardnosed cop goes after a gang of ruthless dacoits who have been terrorising residents along the highway for a decade.,https://image.tmdb.org/t/p/w500//ssYIBfoEj3eX46ARQNaJZP8qpxL.jpg,7.7,https://www.youtube.com/embed/uLuGOOFORAs
Kamen Rider Heisei Generations: Dr. Pac-Man vs. Ex-Aid & Ghost with Legend Riders,2016,"Action, Adventure, Science Fiction","As a computer virus based on Pac-Man invades Japan, a group of doctors attack Genm Corp and begin a wave of terror using stolen Proto Gashats. Ghost and Ex-Aid find themselves at the center of the fight in an effort to protect those most important to them. But they aren’t alone, as Heisei Riders from the past join them to stop Dr. Pac-Man!",https://image.tmdb.org/t/p/w500//6BuqvcfbdB3SXObxAGX1qYOQeH2.jpg,7.1,https://www.youtube.com/embed/xE-NAtAbwr4
Code Geass: Akito the Exiled 3: The Brightness Falls,2015,"Action, Animation",,https://image.tmdb.org/t/p/w500//n7ajLedWF7AFMwkUVXhowNZG3cA.jpg,5.8,https://www.youtube.com/embed/None
Los verduleros 4,2011,"Comedy, Action","A police commander fails to take down a dangerous drug cartel, despite using all the limited equipment at his disposal, and his best detectives as undercover agents.",https://image.tmdb.org/t/p/w500//cXFa3gXHGI1c2vHp6Lk4EsgMluY.jpg,6.7,https://www.youtube.com/embed/None
Big Jim McLain,1952,"Action, Adventure, Drama, Thriller",House Un-American Activities Committee investigators Jim McLain and Mal Baxter come to post war Hawaii to track Communist Party activities even though belonging to the party was legal at the time. They are interested in everything from insurance fraud to the sabotage of a U.S. naval vessel.,https://image.tmdb.org/t/p/w500//7Q6uk1eRinGvEo1exXWxsm8C8fu.jpg,5.0,https://www.youtube.com/embed/ATujZ8swJxg
Time Raiders,2016,"Action, Adventure, Fantasy",Time Raiders is based on the online novel series Daomu Biji written by Xu Lei. It tells the story of explorers searching for the secrets of immortality in ancient tombs,https://image.tmdb.org/t/p/w500//qtbJL3pWPJIO8KGqZpRLEn4jmQp.jpg,6.067,https://www.youtube.com/embed/u5ozC_2ydfM
Out of Inferno,2013,"Action, Drama","On the hottest day in 50 years, a serious fire incident happened to a busy commercial tower, a gaggle of fire fighters with an indestructible enthusiasm are going to save lives.",https://image.tmdb.org/t/p/w500//xiXP1HoGKxwo8gu7g2hlQPWNBkV.jpg,5.9,https://www.youtube.com/embed/5-3sUwFWRkk
The Steel Helmet,1951,"Action, Drama, War",A ragtag group of American stragglers battles against superior Communist troops in an abandoned Buddhist temple during the Korean War.,https://image.tmdb.org/t/p/w500//vaGLD07umhVJfma1lciYd4uIW4W.jpg,7.037,https://www.youtube.com/embed/DX9Ud9fTmBw
Heneral Luna,2015,"Comedy, Action, Drama, History, War",A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,https://image.tmdb.org/t/p/w500//vCwbsgkdzpgTADyaa3g4jaWVAaR.jpg,7.6,https://www.youtube.com/embed/I_T1ykhy3Fg
Robot Wars,1993,"Action, Thriller, Science Fiction",,https://image.tmdb.org/t/p/w500//wFMbece9Zl1hMgFegROfruDIfGD.jpg,4.385,https://www.youtube.com/embed/3sDi4ktmY4s
Hamilton,1998,"Action, Thriller",Swedish agents Carl Hamilton and Åke Stålhandske are ordered to stop Russian smugglers.,https://image.tmdb.org/t/p/w500//t8vXuqCOCV9Mj3Vgg18fUJ9OuL6.jpg,5.7,https://www.youtube.com/embed/tMcJYEGHkXo
The Park Is Mine,1985,"TV Movie, Action, Drama",A Vietnam vet takes forceful control of Central Park to remember those who served and died in the Vietnam War.,https://image.tmdb.org/t/p/w500//iaNFpGIq5LdzBwQ9HdvVaqcI11P.jpg,5.4,https://www.youtube.com/embed/WfoWxWkOHNE
Swarmed,2005,"Action, Horror, Thriller, TV Movie",Residents of a small town find themselves battling a swarm of wasps which has been sprayed by a super pesticide.,https://image.tmdb.org/t/p/w500//5EZYd7m2Pl6O1Dt8UwhX2M1JTIR.jpg,4.5,https://www.youtube.com/embed/p2wCK0XvI8k
Robin Hood,1922,"Drama, Action, Romance",,https://image.tmdb.org/t/p/w500//mdCrp5ubwXhg98AhpgTpgCeQKt8.jpg,6.4,https://www.youtube.com/embed/9cMq2fKqT4M
HellKat,2021,"Action, Thriller","A fallen MMA fighter must win a netherworld no-holds-barred death tournament against man, beast and demon to save her soul.",https://image.tmdb.org/t/p/w500//gs8sv4M0sdJWwbedlq9XvCPFKXs.jpg,6.0,https://www.youtube.com/embed/R9ZIT5WCPV4
The Shooter,1995,"Action, Thriller",A CIA agent gets caught up in political intrigue after he gets brought in to solve the murder of a Cuban ambassador.,https://image.tmdb.org/t/p/w500//wacsNbbaSM3yeoT15SgMmoRWdGV.jpg,4.949,https://www.youtube.com/embed/aZXY26EQ0nY
Tropic Thunder: Rain of Madness,2008,"Action, Comedy",A behind-the-scenes mockumentary of Tropic Thunder.,https://image.tmdb.org/t/p/w500//zRcxzIn1QGKALqNeE6aovcmYcNs.jpg,6.6,https://www.youtube.com/embed/7UCEcgvDuLo
Odd Job,2016,"Action, Comedy",An unemployed factory worker takes a job as a hit man to make ends meet.,https://image.tmdb.org/t/p/w500//qfvr81arPYx0qoSdV2OH1cpirpG.jpg,6.1,https://www.youtube.com/embed/None
Ambushed,2013,"Action, Crime, Drama",,https://image.tmdb.org/t/p/w500//r7BKxa5auOnvbEMD1SNaQObQ5Nn.jpg,4.4,https://www.youtube.com/embed/e18ZqF8Y1do
Death Kiss,2018,"Action, Thriller","A vigilante with a mysterious past becomes a one-man army in a crime-infested town as he takes the law into his own hands, at the same time protecting a young mother and her daughter. He sets his sights on a local kingpin, setting up an action-packed and fateful confrontation.",https://image.tmdb.org/t/p/w500//gmfw3H6C4h5Dxr0Y6sIgjGJUiQx.jpg,5.3,https://www.youtube.com/embed/eoh7JvAwyks
Compañeros,1970,"Action, Comedy, Western","Arms dealer Yolaf Peterson aims to make a sale to guerilla Mongo, but the money is locked in a bank safe, the combination known only to Professor Xantos, a prisoner of the Americans. Yolaf agrees to free Xantos, accompanied by reluctant guerilla Basco, but a former business partner of Yolaf's- John 'The Wooden Hand', has other ideas.",https://image.tmdb.org/t/p/w500//ewOVGb9U3XjPp60qqIugjyRU6eN.jpg,6.5,https://www.youtube.com/embed/sF4qiSutUA0
Unnatural,2015,"Action, Horror, Thriller",Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results.,https://image.tmdb.org/t/p/w500//iUPOptmk5dQE8LZBhn8u9qfTwfx.jpg,4.485,https://www.youtube.com/embed/soHRo3XCbzA
Cold Fusion,2011,"Science Fiction, Action, TV Movie","A UFO is shot down over Russia in the 1970s and the wreckage is taken to a secret research facility. When the Soviet Union collapses, the alien technology falls into the hands of a mysterious terrorist organisation, which uses it to create a devastating doomsday weapon. A team of secret agents is sent to stop the carnage.",https://image.tmdb.org/t/p/w500//j7KilE5raWHR58udQnCacFfr1t7.jpg,4.531,https://www.youtube.com/embed/None
The Attacks Of 26/11,2013,"Action, Crime, History, Thriller","The real-life story of eight Pakistani terrorists, who sail to Mumbai and wage war on the populace for the next 24 hours.",https://image.tmdb.org/t/p/w500//peDKpbfsQ4YdWjUllEQrUbGJLQW.jpg,7.1,https://www.youtube.com/embed/20v_DINmWXo
Mobile Suit Zeta Gundam A New Translation III: Love is the Pulse of the Stars,2006,"Action, Animation, Science Fiction, War",,https://image.tmdb.org/t/p/w500//4iMoYO4Zit9wyZXIdqGskLeoT6V.jpg,6.583,https://www.youtube.com/embed/None
The Bride with White Hair,1993,"Fantasy, Drama, Action",,https://image.tmdb.org/t/p/w500//vccyLghE5DylFPqlOKUFuB4TxO6.jpg,6.409,https://www.youtube.com/embed/eHMi6fTOuic
The Blade Master,1982,"Action, Adventure, Fantasy",Muscle-bound Ator and his mute Asian sidekick travel from the ends of the Earth to save his aged mentor from the evil mustachioed Zor.,https://image.tmdb.org/t/p/w500//ognEIhUiYl1NlsVJ03P3wVO6YLf.jpg,3.1,https://www.youtube.com/embed/F4JdEbEElok
Swindle,2002,"Action, Crime, Drama, Thriller",Four thieves attempt to make the richest score in history.,https://image.tmdb.org/t/p/w500//h5LSYgE5y4firthL82t1s84nny9.jpg,4.4,https://www.youtube.com/embed/None
White Fire,1984,"Drama, Action, Thriller","While working in a diamond mine located in the desert, Bo and Ingrid, two siblings who survived a massacre as children, make a surprising discovery.",https://image.tmdb.org/t/p/w500//3vhrYXlOv1YgTeTTZephfNBem1S.jpg,4.517,https://www.youtube.com/embed/pIew9awvtRs
Jurassic Predator,2018,"Action, Adventure, Comedy",Scientists working at a government research facility use prehistoric DNA to resurrect a T-Rex who escapes from the lab to terrorize a nearby town.,https://image.tmdb.org/t/p/w500//kQkx3WUH0ahWKYUJjkGpEOoK6Ep.jpg,5.1,https://www.youtube.com/embed/xkn1A2-QJLw
Wild City,2015,"Thriller, Action, Crime","Former cop-turned-bar owner Kwok and his underachieving half-brother befriends a drunken woman, they soon find themselves targeted by both her former lover, a high-powered attorney, and the gangster he employs. A suitcase full of tainted cash enters the picture as Kwok finds himself torn between the gangsters and his former colleagues.",https://image.tmdb.org/t/p/w500//rs8h5dcUfDWtz7QyeJraV6dDp4b.jpg,5.7,https://www.youtube.com/embed/None
Moby Dick,2011,"Horror, Action, Thriller",,https://image.tmdb.org/t/p/w500//mJe4je7T1BxrMjR9THpMY6QlJZY.jpg,7.1,https://www.youtube.com/embed/CHmFW-1Cwkw
Dr. Wai in the Scripture with No Words,1996,"Action, Comedy","A serial adventure writer with problems in his personal life lives out the adventures of his literary hero, King of Adventurers.",https://image.tmdb.org/t/p/w500//qsOgkQ41npgioxnSv0Li7rWtWg3.jpg,5.686,https://www.youtube.com/embed/None
Cross: Rise of the Villains,2019,Action,"Armed with an explosive powerful ancient cross amulet, Callan is back with his extraordinary team of weapons experts to defend Los Angeles from its biggest threat yet—super villains Muerte and Drago. Callan will have to join forces with his once mortal enemy, Gunnar, to try to save the city.",https://image.tmdb.org/t/p/w500//u8EqTKzNMzxSVVONvOQWchTzd7c.jpg,5.9,https://www.youtube.com/embed/None
Black Rain,2009,"TV Movie, Horror, Action","A reclusive scientific prodigy and three college friends find themselves in the middle of a toxic storm, when an unscrupulous business deal rains terror down on an entire county.",https://image.tmdb.org/t/p/w500//zppoHwIkCr4hnFTBPEsdjtGClJ4.jpg,5.6,https://www.youtube.com/embed/ZXIgE3V8u5M
Manikarnika: The Queen of Jhansi,2019,"History, Drama, Action","Story of Rani Lakshmibai, one of the leading figures of the Indian Rebellion of 1857 and her resistance to the British Rule.",https://image.tmdb.org/t/p/w500//kbTzlKKnZHZ8RYulknO4xqQOJ24.jpg,7.088,https://www.youtube.com/embed/None
Gran Turismo,2023,Action,The ultimate wish fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,https://image.tmdb.org/t/p/w500//ioQ5dtsWpfPVGrjIhGp43GJV3kn.jpg,0.0,https://www.youtube.com/embed/_jUYYF0VxwM
Attack of the Unknown,2020,"Action, Science Fiction, Horror",A SWAT team transporting a vicious crime syndicate boss must fight their way out of a county detention center during a catastrophic alien invasion.,https://image.tmdb.org/t/p/w500//c5wDSjzstchAAN3cnVEhAlo10eC.jpg,4.588,https://www.youtube.com/embed/VuVOiQyE1JY
Dokidoki! Pretty Cure the Movie: Memories for the Future,2013,"Animation, Action, Fantasy, Drama",,https://image.tmdb.org/t/p/w500//jhqgkFeqteDyL5Om322KihkvZVA.jpg,8.143,https://www.youtube.com/embed/None
I,2015,"Thriller, Action",A deformed hunchback kidnaps a bride on the day of her marriage and holds her hostage while his connection to her and his targets is revealed in a series of flashbacks that unfold as he starts seeking revenge.,https://image.tmdb.org/t/p/w500//p3VfrFVUmR9A8NFeXPxg9pFYdpv.jpg,7.0,https://www.youtube.com/embed/8uPK9Ov6Zd4
The Invincible Armour,1977,"Thriller, Action","Hwang Jang Lee is a corrupt Ming guard who frames John Liu for murder. A wanted fugitive, John hides out with a teen who is an expert in the infamous Iron Armor technique, a technique that means the expert can withstand anything. However, Hwang is an expert in it as well as the Eagle Claw's. Can John stop Hwang before it's too late?",https://image.tmdb.org/t/p/w500//8c54g4EIWMPYjoYlMarGnriEUO6.jpg,6.6,https://www.youtube.com/embed/97EqMXLKX00
Warlords of the 21st Century,1982,"Science Fiction, Action, Adventure","It's the 21st century, the Oil Wars have made a mess of the planet and the land outside major cities is lawless. After Hunter comes to the aid of Corlie, who has run away from the villainous Straker, he takes her to the peaceful community of Clearwater. Unfortunately for the citizens of Clearwater, Straker fully intends to get Corlie back.",https://image.tmdb.org/t/p/w500//vKzIyRYkKfrUgHewh067a6i4Wj3.jpg,4.6,https://www.youtube.com/embed/dekG-Vrl-HU
Donten: Laughing Under the Clouds - Gaiden: Chapter 2 - The Tragedy of Fuuma Ninja Tribe,2018,"Animation, Action, Adventure, Fantasy","Fuma ninja clan is a secret ninja tribe that is waiting for the ""Orochi"" (gigantic snake) to resurrect for generations. Shirasu and his twin brother Ichiu grew up in this viscous environment and this tells how they become the leaders of the clan.",https://image.tmdb.org/t/p/w500//ojLaDqjeGMpsP0D0JtDclCVil32.jpg,9.5,https://www.youtube.com/embed/emjGy32YKdU
The Land That Time Forgot,2009,"Action, Fantasy, Science Fiction, Adventure","Shipwrecked castaways stumble upon the mysterious island of Caprona in the Bermuda Triangle, confronting man-eating dinosaurs and a stranded German U-Boat crew while trying to escape.",https://image.tmdb.org/t/p/w500//deGW6qpJKFCtmKKJPlX8I9N2ZiA.jpg,3.7,https://www.youtube.com/embed/rNSbba8H24I
Guns of Eden,2022,Action,"Megan, a Buffalo police officer suffering from PTSD, goes on a weekend camping trip with her partner Jeremy and his friends Blake and Gabriella. When Megan and Jeremy witness an execution by a rogue sheriff's department, the quartet finds itself hunted by different factions of an armed militia.",https://image.tmdb.org/t/p/w500//8bnVoA8WD7AeIyCPZ42l345pghb.jpg,3.0,https://www.youtube.com/embed/QkxUc3ctZgo
Pokkiri,2007,"Action, Thriller","Tamil is a killer for hire, and will accept any contract provided the amount is right. The Police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Tamil who knows his real identity and he has no intention of sharing it with anyone.",https://image.tmdb.org/t/p/w500//kT1VzLaUXJHa16Ifja03iiDlC2a.jpg,6.959,https://www.youtube.com/embed/FrUfy5CPrIs
Attila,2013,"Action, Horror, Thriller","When American soldiers inadvertently steal Attila the Hun's secret riches, the wrath of the barbarian is awakened; the mummified warrior will stop at nothing to kill the intruders.",https://image.tmdb.org/t/p/w500//6ALZ8TuhPUvx7gpuKuyD1dNfYI3.jpg,3.3,https://www.youtube.com/embed/xVzQT6UN6Gk
Amigos,2023,"Action, Thriller",,https://image.tmdb.org/t/p/w500//mhPhEvh2ffBdbgiSIjrlkqAGwNH.jpg,7.0,https://www.youtube.com/embed/None
Riki-Oh: The Wall of Hell,1989,"Action, Animation, Drama, Fantasy",,https://image.tmdb.org/t/p/w500//gR86g3D9DBJ7KueVJ4v59ymehqh.jpg,6.9,https://www.youtube.com/embed/ciQN4i9aHmY
Selfie 69,2016,"Romance, Comedy, Action","Your best friends are also the friends who'll make you do the stupidest things. After parting hardcore, Roxi, Yasmine and Ana meet in a bet that will change their lives: Who gets married first in three days?",https://image.tmdb.org/t/p/w500//aCpAQEC42FzNF0HoLIitFmpGVtu.jpg,6.76,https://www.youtube.com/embed/B3I0f7kBooc
Special Forces,2003,"War, Action, Thriller",,https://image.tmdb.org/t/p/w500//4cy4JO8UvAi8FkMsZNQ3rm0wvhr.jpg,5.1,https://www.youtube.com/embed/None
Batman and Robin,1949,"Action, Science Fiction, Thriller","This 15-chapter serial pits Batman and Robin against The Wizard, who uses a device that allows him to control machinery to hold the city hostage.",https://image.tmdb.org/t/p/w500//qTB6FB1zwW9dvtpKp5qZB7tl7BA.jpg,5.7,https://www.youtube.com/embed/qMEVLZkVdCM
The Mad Monk,1993,"Action, Comedy","Stephen Chow plays an angel-type being in this movie, in where he bets the other people in Heaven that he can change the ways of 3 misguided souls and make them better people. Resurrected as a monk, he must stop a prostitute, a beggar, and an all around bad guy from being what they are. To add to all of this, he must do this in 3 Heaven days.",https://image.tmdb.org/t/p/w500//wVEOIhlSJrod0q6u5Xpa3ncIxyW.jpg,5.7,https://www.youtube.com/embed/RMHXGi7AUvk
The Glory Guys,1965,"Drama, Action, Western, Romance","Though a fictionalized Western based on George Armstrong Custer's 7th Cavalry Regiment at the Battle of the Little Big Horn, the film is almost a generic war story covering the enlistment, training, and operational deployment of a group of recruits that could take place in any time period.",https://image.tmdb.org/t/p/w500//2Gn6x6OoRvrUGMoC4JPa4p69Mew.jpg,6.5,https://www.youtube.com/embed/tOVuuojxQl0
Liaozhai Painting Wall,2023,"Fantasy, Romance, Action",,https://image.tmdb.org/t/p/w500//rzoBABKowXST6jTQjD6bgoRYUKG.jpg,0.0,https://www.youtube.com/embed/None
Third Man Out,2005,"Action, Crime, Drama, Mystery, Thriller","Gay detective Donald Strachey is commissioned to protect gay activist John Rutka, who is known for ""outing"" prominent citizens. Strachey abandons bodyguard duty when he feels that Rutka is staging the threats against himself. When Rutka turns up dead, Strachey is faced with an extensive list of enemies all with enough motive to kill.",https://image.tmdb.org/t/p/w500//12ZVUyg7Zr7iRwtgPrqq5ZpiE9p.jpg,5.8,https://www.youtube.com/embed/5jDL7z_vZnc
Legendary Amazons,2011,"War, Action",,https://image.tmdb.org/t/p/w500//tcmb3NIoghYcCzHZjK4tioQmG6x.jpg,5.3,https://www.youtube.com/embed/dSzySmEZc60
Vanishing Point,1997,"Action, Adventure, Thriller, TV Movie","When his wife goes into a troubled labor while he is on the road over 1200 miles away James Kowalski, an ex race car driver and a former Army Ranger, attempts to elude police while trying to get home. After numerous chases he turns into a Native American reservation and reflects on his life, and his wife. He heads off to break through a police roadblock.",https://image.tmdb.org/t/p/w500//yiKDpr72gmML8mnKclllpEg4sZc.jpg,5.8,https://www.youtube.com/embed/SVo3Z2dAZ20
Showdown in Manila,2016,Action,"The film unfolds in Manila, Philippines, and in the jungles of the island of Boracay on a tropical island in the privacy of living Russian middle-aged man (Alexander Newsky). But the quiet life interrupted by the murder of one of the locals. In order to protect the daughter of the slain Filipino bandits Russian guy have to remember the past, he tried to bury.",https://image.tmdb.org/t/p/w500//pQGE2nZ6OQKSDWekXyfiBYWFMxA.jpg,3.2,https://www.youtube.com/embed/k68Yv2xBNqM
The Rainbow,1989,"Action, Drama, Romance",,https://image.tmdb.org/t/p/w500//iZ3iqYCVuNfIKWi56aYerDljYS9.jpg,5.6,https://www.youtube.com/embed/None
Garv: Pride and Honour,2004,"Action, Crime, Drama","About to retire, police inspector Samar Singh changes his mind when he discovers that a recently elected official has ties with the underworld.",https://image.tmdb.org/t/p/w500//9lqPTKndjMWfPmBRyH8rWw7bH5I.jpg,5.65,https://www.youtube.com/embed/j5qWTLYwmxU
No Code of Conduct,1999,"Action, Drama, Thriller","A cop (Charlie Sheen), his partner (Dacascos), and his father (Martin Sheen) uncover a plot by city elders to smuggle drugs from Mexico into Phoenix, Arizona.",https://image.tmdb.org/t/p/w500//oIA2lVOhJD63LBMsumL7urzXRYV.jpg,5.7,https://www.youtube.com/embed/m3zccmjHrOU
Overrun,2021,Action,"Former military extraction specialist Marcus Lombardi, whose only chance of saving his informant sister and their family is to track down a mysterious briefcase.",https://image.tmdb.org/t/p/w500//MvkScPKwLBhTLj6RRIyIlDE4cM.jpg,5.1,https://www.youtube.com/embed/3YFMLwJBmlQ
Kammatipaadam,2016,"Drama, Action","Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up.",https://image.tmdb.org/t/p/w500//2zJoZn1EBR6UQDr6OdT4Og77zFn.jpg,7.829,https://www.youtube.com/embed/B-m13AJMxW4
Babylon 5: The Legend of the Rangers - To Live and Die in Starlight,2002,"Science Fiction, Adventure, Action","After being punished for retreat from combat, Ranger David Martel is given command of the Liandra, a haunted 20-year old Minbari fighting ship. He's escorting ambassadors to a secret archaeological site, the oldest city on record and a clue to a dangerous ancient race.",https://image.tmdb.org/t/p/w500//bIhOn8xKsOQGjiNCQ8sKoQyYmNa.jpg,6.0,https://www.youtube.com/embed/None
